OBJECTID;CRSH_ID;COUNTY;COUNTY_NBR;MUNCIPALIT;ON_RD;DIS;DIR;FROM_RD;TWDS_RD;MLPST_RD;GIS_MP_ROU;MILEPOST;HO_ROUTE_N;HO_ROUTE_C;SEV;CRASH_DATE;DAY;TIME;LIGHT_COND;ROAD_SURFA;ALCOHOL_FL;MOTORCYCLE;HEAVY_TRUC;SPEED_RELA;OLDER_DRIV;TEEN_DRIVE;CRASH_TYPE;LOC_ERROR;geo_shape;geo_point_2d
1343;103515512.0;DARE;27.0;KITTY HAWK;CROATAN;0.006;S;BEACON;WHITE;US 158;2000015830.0;5.8100000000000005;US 158;US;K;2012-07-23T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.69184386484129, 36.063872563139846]}";36.0638725631, -75.6918438648
1310;103583148.0;COLUMBUS;23.0;HALLSBORO;SR 1001;0.2;S;SR 1915;SR 1972;SR 1001;4000100120.0;5.872;SR 1001;SR;K;2012-10-26T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.60047183575882, 34.26374144485921]}";34.2637414449, -78.6004718358
1355;102834271.0;COLUMBUS;23.0;RIEGELWOOD;NC 11;0.45;N;NC 87;CL-BLADEN;NC 11;3000001120.0;4.648000000000001;NC 11;NC;K;2010-04-07T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.2737701303713, 34.38207970835474]}";34.3820797084, -78.2737701304
1342;103547708.0;COLUMBUS;23.0;WHITEVILLE;NC 131;0.2;S;SR 1003;SR 1005;NC 131;3000013120.0;1.5;NC 131;NC;K;2012-09-14T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.75003408809307, 34.43423705457232]}";34.4342370546, -78.7500340881
1329;103790782.0;CUMBERLAND;25.0;FAYETTEVILLE;SYCAMORE DAIRY;0.25;S;MCPHERSON CH;MORGANTON;SYCAMORE DAIRY;5003995130.0;0.51;SYCAMORE DAIRY;LCL;K;2013-06-15T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;Y;N;N;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
1357;103805235.0;CUMBERLAND;25.0;FAYETTEVILLE;ROSEHILL;0.057;N;WALSTON;HICKORY HILL;ROSEHILL;5002648530.0;3.6830000000000003;ROSEHILL;LCL;K;2012-02-24T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;N;N;N;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
1360;104228824.0;COLUMBUS;23.0;WHITEVILLE;US 701;0.066;S;SR 1005;NC 131;US 701;2000070120.0;999.999;US 701;US;K;2014-11-23T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;Y;N;N;OTHER;ROUTE MEASURE NOT FOUND;;
1377;104099689.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 2284;0.2;S;NC 59;SR 1812;SR 2284;4000228430.0;1.09;SR 2284;SR;K;2014-06-21T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.93255501817701, 34.94183969345153]}";34.9418396935, -78.9325550182
1385;103632140.0;COLUMBUS;23.0;LAKE WACCAMAW;US 74;1.3;E;SR 1740;NC 211;US 74;2000007420.0;30.827;US 74;US;K;2012-12-17T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;Y;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.47875816907786, 34.32405745358429]}";34.3240574536, -78.4787581691
1363;104174335.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1704;0.4;W;SR 1609;US 401;SR 1704;4000170430.0;2.009;SR 1704;SR;K;2014-09-24T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.80927156652572, 35.215638030428636]}";35.2156380304, -78.8092715665
1381;103939100.0;DAVIDSON;28.0;THOMASVILLE;US 64;0.07100000000000001;E;SR 2099;SR 2098;US 64;2000006430.0;18.019000000000002;US 64;US;K;2013-12-27T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.0986198501513, 35.77079189352894]}";35.7707918935, -80.0986198502
1373;103598625.0;DAVIDSON;28.0;LEXINGTON;SR 1453;0.2;W;SR 1452;SR 1242;SR 1453;4000145330.0;1.4000000000000001;SR 1453;SR;K;2012-11-10T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.29854674423063, 35.88846254776121]}";35.8884625478, -80.2985467442
1364;103646012.0;COLUMBUS;23.0;WHITEVILLE;J K POWELL;0.0;;QUALITY;TALBOT;US 701;2000070120.0;16.962;US 701;US;K;2013-01-02T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - UNKNOWN LIGHTING;WET;Y;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.71228124023756, 34.31337399263831]}";34.3133739926, -78.7122812402
1368;102979335.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1344;0.0;;SR 1150;SR 3072;SR 1344;4000134430.0;0.25;SR 1344;SR;K;2010-10-04T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.91881486723577, 35.014623360868086]}";35.0146233609, -78.9188148672
1388;102837337.0;DAVIDSON;28.0;THOMASVILLE;NC 109;0.0;;SR 3055;SR 1802;NC 109;3000010930.0;29.439;NC 109;NC;K;2010-04-11T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.10131494991379, 35.91333454459167]}";35.9133345446, -80.1013149499
1372;103513461.0;COLUMBUS;23.0;FAIR BLUFF;US 76;0.7000000000000001;W;SR 1500;SR 1400;US 76;2000007620.0;999.999;US 76;US;K;2012-08-01T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;N;N;N;FRONTAL_IMPACT;ROUTE MEASURE NOT FOUND;;
1398;103073239.0;CLEVELAND;22.0;KINGS MOUNTAIN;SR 2487;0.0;;SR 2263;SR 2263;SR 2487;4000248720.0;1.87;SR 2487;SR;K;2011-01-20T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;ROUTE MEASURE NOT FOUND;;
1412;104052213.0;CUMBERLAND;25.0;FAYETTEVILLE;RAEFORD;0.053000000000000005;W;RUSH;CHARLOTTE;SR 1414;4000141430.0;0.677;SR 1414;SR;K;2014-02-19T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.91200187820586, 35.05338999943693]}";35.0533899994, -78.9120018782
1406;103048483.0;CUMBERLAND;25.0;HOPE MILLS;SR 2238;0.4;W;SR 2376;SR 2239;SR 2238;4000223830.0;1.6620000000000001;SR 2238;SR;K;2010-12-04T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.88718341272128, 34.937727592321004]}";34.9377275923, -78.8871834127
1400;102983630.0;CURRITUCK;26.0;KITTY HAWK;NC 168;0.9;N;SR 1247;SR 1246;NC 168;3000016830.0;1.28;NC 168;NC;K;2010-10-09T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.98790780893324, 36.40214614880142]}";36.4021461488, -75.9879078089
1403;102944721.0;CLEVELAND;22.0;SHELBY;SR 2033;0.3;E;SR 2044;SR 2045;SR 2033;4000203320.0;2.47;SR 2033;SR;K;2010-08-14T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.44601299014087, 35.272558109623326]}";35.2725581096, -81.4460129901
1435;103153689.0;DAVIDSON;28.0;LEXINGTON;NC 8;0.044000000000000004;N;SR 1349;SR 3323;NC 8;3000000830.0;18.636;NC 8;NC;K;2011-05-09T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.26739155319065, 35.670856589529485]}";35.6708565895, -80.2673915532
1411;104141748.0;CLEVELAND;22.0;SHELBY;GROVER;1.3800000000000001;E;POLKVILLE;HENDRICK;SR 1861;4000186120.0;1.3800000000000001;SR 1861;SR;K;2014-08-17T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.55036471599868, 35.3018908914907]}";35.3018908915, -81.550364716
1426;103173432.0;CLEVELAND;22.0;WACO;SR 1001;0.3;NE;SR 1912;SR 1935;SR 1001;4000100120.0;5.651000000000001;SR 1001;SR;K;2011-06-06T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.43267886948186, 35.368780242381895]}";35.3687802424, -81.4326788695
1437;102912445.0;DAVIDSON;28.0;LEXINGTON;US 29;0.4;S;HARGRAVE;*;US 29;2000002930.0;999.999;US 29;US;K;2010-06-21T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1276;103969007.0;DAVIDSON;28.0;LEXINGTON;SR 1192;0.4;W;SR 1233;SR 1206;SR 1192;4000119230.0;5.434;SR 1192;SR;K;2014-02-01T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.29458815528302, 35.82719171877018]}";35.8271917188, -80.2945881553
1306;104080755.0;COLUMBUS;23.0;WHITEVILLE;SR 1001;0.1;S;SR 1721;SR 1723;SR 1001;4000100120.0;17.727;SR 1001;SR;K;2014-05-30T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;Y;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.60714779954023, 34.43198560767989]}";34.4319856077, -78.6071477995
1293;103277064.0;COLUMBUS;23.0;TABOR CITY;SR 1141;0.4;S;SR 1146;SR 1117;SR 1141;4000114120.0;6.28;SR 1141;SR;K;2011-10-16T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.7114829006948, 34.14351561681448]}";34.1435156168, -78.7114829007
1307;103170071.0;COLUMBUS;23.0;HALLSBORO;SR 1001;0.3;N;SR 1730;SR 1750;SR 1001;4000100120.0;11.817;SR 1001;SR;K;2011-06-02T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.60192531686408, 34.34826856689036]}";34.3482685669, -78.6019253169
1250;103628719.0;COLUMBUS;23.0;BOLTON;SR 1838;0.1;W;SR 1843;SR 1836;SR 1838;4000183820.0;0.1;SR 1838;SR;K;2012-12-13T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.28772923132001, 34.3111205234896]}";34.3111205235, -78.2877292313
1292;103885884.0;DAVIDSON;28.0;LEXINGTON;US 64;0.189;W;RADIO;US 29;US 64;2000006430.0;9.087;US 64;US;K;2013-10-05T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.23693438222232, 35.832596042908335]}";35.8325960429, -80.2369343822
1254;103829501.0;DARE;27.0;NAGS HEAD;US 64;0.0;E;MARINA;LONE CEDAR;US 64;2000006430.0;27.403000000000002;US 64;US;K;2013-06-19T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;Y;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.62123284072575, 35.89647107584904]}";35.8964710758, -75.6212328407
1280;103927114.0;COLUMBUS;23.0;TABOR CITY;SR 1303;0.5;S;SR 1302;SL-SC;SR 1303;4000130320.0;1.24;SR 1303;SR;K;2013-12-09T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.8842318474287, 34.15500895245469]}";34.1550089525, -78.8842318474
1305;103055646.0;COLUMBUS;23.0;CHADBOURN;SR 1002;0.0;;SR 1534;SR 1537;SR 1002;4000100220.0;4.69;SR 1002;SR;K;2010-12-29T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.80063072444325, 34.4102417821023]}";34.4102417821, -78.8006307244
1282;104180207.0;CURRITUCK;26.0;CHESAPEAKE VA;NC 168;0.0;;SR 1516;SR 1229;NC 168;3000016830.0;16.91;NC 168;NC;K;2014-10-08T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;Y;N;PEDALCYCLIST;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.18415023693791, 36.53109394855811]}";36.5310939486, -76.1841502369
1457;103278164.0;DAVIDSON;28.0;LEXINGTON;I 85;1.3;NE;SR 2010;SR 2025;I 85;1000008530.0;15.811;I 85;INTERSTATE;K;2011-10-14T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;Y;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.156247869861, 35.83040847091753]}";35.8304084709, -80.1562478699
1445;104031281.0;CLEVELAND;22.0;WACO;NC 150;0.3;N;SR 1001;SR 1912;NC 150;3000015020.0;23.43;NC 150;NC;K;2014-04-08T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.42074876642808, 35.364845115011]}";35.364845115, -81.4207487664
1465;103751702.0;DAVIDSON;28.0;LEXINGTON;US 29;0.4;S;SR 1798;SR 2123;I 85BUS;1900008530.0;10.726;I 85BUS;INTERSTATE;K;2013-05-13T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.19065851252041, 35.85765524844016]}";35.8576552484, -80.1906585125
1450;102992820.0;DAVIDSON;28.0;LEXINGTON;NC 150;0.1;N;SR 1314;SR 1350;NC 150;3000015030.0;6.458;NC 150;NC;K;2010-10-21T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.41186700089109, 35.79130167963138]}";35.7913016796, -80.4118670009
1440;103998545.0;CLEVELAND;22.0;SHELBY;NC 180;0.5;N;SR 2067;NC 150;NC 180;3000018020.0;9.198;NC 180;NC;K;2014-03-09T21:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.48752747438927, 35.30763161740597]}";35.3076316174, -81.4875274744
1447;103480571.0;CLEVELAND;22.0;SHELBY;NC 150;0.0;;SR 1219;SR 1151;NC 150;3000015020.0;9.11;NC 150;NC;K;2012-06-20T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;Y;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.60221182869313, 35.250445489487554]}";35.2504454895, -81.6022118287
1442;103260467.0;DARE;27.0;NAGS HEAD;US 158;0.0;;BAYMEADOW;*;US 158;2000015830.0;16.685000000000002;US 158;US;K;2011-08-20T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDALCYCLIST;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.60687330463524, 35.922862071736446]}";35.9228620717, -75.6068733046
1456;103023663.0;CLEVELAND;22.0;CASAR;NC 10;0.4;W;SR 1826;SR 1549;NC 10;3000001020.0;999.999;NC 10;NC;K;2010-11-23T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;ROUTE MEASURE NOT FOUND;;
1509;103511459.0;CUMBERLAND;25.0;SPRING LAKE;SR 1600;2.4;NW;SR 1605;SR 1798;SR 1600;4000160030.0;7.593;SR 1600;SR;K;2012-07-18T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.92931630851959, 35.212120254847626]}";35.2121202548, -78.9293163085
1469;103866700.0;CLEVELAND;22.0;SHELBY;DIXON;0.0;E;HAMRICK;DEKALB;US 74;2000007420.0;10.802000000000001;US 74;US;K;2013-09-06T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.54963689542815, 35.28086282485769]}";35.2808628249, -81.5496368954
1470;102883861.0;DARE;27.0;KILL DEVIL HILLS;US 158;0.008;S;GOODARD;BAUM;US 158;2000015830.0;9.991;US 158;US;K;2010-05-20T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;Y;N;Y;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.65852846381829, 36.00962457616371]}";36.0096245762, -75.6585284638
1491;103172097.0;CLAY;21.0;HAYESVILLE;US 64;0.041;E;SR 1194;SR 1201;US 64;2000006420.0;10.821;US 64;US;K;2011-06-02T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;Y;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-83.77143018921582, 35.038604323677355]}";35.0386043237, -83.7714301892
1479;103448801.0;CLAY;21.0;HAYESVILLE;SR 1300;0.1;S;SR 1358;SR 1372;SR 1300;4000130020.0;5.856;SR 1300;SR;K;2012-05-10T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;N;Y;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-83.83789670795238, 35.07625805996959]}";35.07625806, -83.837896708
1520;103379565.0;DAVIDSON;28.0;LEXINGTON;FIFTH;0.0;;SHOAF;MARKET;SR 1192;4000119230.0;6.977;SR 1192;SR;K;2011-11-25T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.26801434175472, 35.82415221521771]}";35.8241522152, -80.2680143418
1497;102930209.0;CHOWAN;20.0;EDENTON;SR 1108;0.0;;NC 37;SR 1115;SR 1108;4000110820.0;0.0;SR 1108;SR;K;2010-07-29T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.52635500498303, 36.03103299534444]}";36.0310329953, -76.526355005
1514;103656651.0;CHEROKEE;19.0;MURPHY;SR 1326;0.2;N;SR 1361;SR 1361;SR 1326;4000132620.0;999.999;SR 1326;SR;K;2013-01-17T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1503;102820062.0;CUMBERLAND;25.0;FAYETTEVILLE;ELLINGTON;0.002;S;*LCL COLCUTT ST;PUGH;;5000959730.0;999.999;ELLINGTON;LCL;K;2010-03-02T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
1515;103474098.0;CUMBERLAND;25.0;HOPE MILLS;SR 1137;0.0;;WALESBY;SR 1003;SR 1137;4000113730.0;999.999;SR 1137;SR;K;2012-06-08T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;N;N;FRONTAL_IMPACT;ROUTE MEASURE NOT FOUND;;
1554;103554902.0;FORSYTH;33.0;KERNERSVILLE;SR 2377;0.091;E;SR 2410;DOE RUN;SR 2377;4000237730.0;3.057;SR 2377;SR;K;2012-09-23T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;Y;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.14004597898996, 36.12670805639263]}";36.1267080564, -80.140045979
1563;103788512.0;FORSYTH;33.0;WINSTON-SALEM;SR 1917;0.085;N;SR 2211;SR 1920;SR 1917;4000191730.0;3.8850000000000002;SR 1917;SR;K;2013-05-31T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;Y;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.21324646807203, 36.206996569693395]}";36.2069965697, -80.2132464681
1528;103340229.0;DAVIDSON;28.0;LEXINGTON;US 52;0.1;S;*MILE 93;*MILE 92;US 52;2000005230.0;14.82;US 52;US;K;2011-12-19T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;Y;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.23315195067958, 35.877441332487734]}";35.8774413325, -80.2331519507
1521;103170364.0;CHEROKEE;19.0;MURPHY;NC 141;0.3;N;SR 1520;SR 1515;NC 141;3000014120.0;8.040000000000001;NC 141;NC;K;2011-05-31T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-83.91937965517644, 35.16481114326759]}";35.1648111433, -83.9193796552
1525;103246959.0;CHEROKEE;19.0;MURPHY;NC 60;0.0;N;SR 1602;*LCL RP 1596;NC 60;3000006020.0;4.016;NC 60;NC;K;2011-07-28T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-84.12222626212919, 35.01597202686794]}";35.0159720269, -84.1222262621
1541;104047088.0;FORSYTH;33.0;WINSTON-SALEM;UNIVERSITY;0.0;;REYNOLDS;CHERRY;SR 4000;4000400030.0;0.333;SR 4000;SR;K;2014-04-14T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.26728984312669, 36.13400828361598]}";36.1340082836, -80.2672898431
1562;103509084.0;FORSYTH;33.0;WINSTON-SALEM;SR 1940;0.26;E;SR 1946;SR 1947;SR 1940;4000194030.0;999.999;SR 1940;SR;K;2012-07-25T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1314;103657063.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 2229;0.1;W;SR 2023;SR 2230;SR 2229;4000222930.0;5.17;SR 2229;SR;K;2013-01-12T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;N;N;Y;Y;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1315;103547553.0;COLUMBUS;23.0;WHITEVILLE;NC 905;0.8;S;SR 1006;SR 1115;NC 905;3000090520.0;12.25;NC 905;NC;K;2012-09-14T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;Y;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.66242795895141, 34.123872200377086]}";34.1238722004, -78.662427959
